StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID4,Q1,Q2_NPS_GROUP,Q2,Q3,QID68_First Click,QID68_Last Click,QID68_Page Submit,QID68_Click Count,QID69_First Click,QID69_Last Click,QID69_Page Submit,QID69_Click Count,Q4_NPS_GROUP,Q4,Q5,Q6,Q7_NPS_GROUP,Q7,Q8,Q9,Q10,Q84,Q11,Q86,Q13_1,Q14,Q15,Group1,Group2
2026-03-08 09:48:07,2026-03-08 09:54:41,IP Address,100,394,True,2026-03-08 09:54:41,R_80iwbt6B586X1ED,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Statistics / Econometrics,Computer Science/ Engineer",Detractor,2,The immune system starts fighting against the antibiotic,1.509,56.929,57.608,15,,,,,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Passive,7,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Double the dose of the same pesticide to kill the remaining insects,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure",The antibiotic has been used so frequently that its chemical composition weakens over time,3,A lot,Yes,15,
2026-03-08 10:07:46,2026-03-08 10:13:23,IP Address,100,337,True,2026-03-08 10:13:24,R_2mpIYRJUv3J5hCh,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Detractor,1,Our body builds up a tolerance to the antibiotic over time,,,,,2.509,58.693,77.273,13,Detractor,5,The antibiotic has been used so frequently that its chemical composition weakens over time,"Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Detractor,4,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure",The antibiotic has been used so frequently that its chemical composition weakens over time,2,A moderate amount,No,,13
2026-03-08 11:14:01,2026-03-08 11:21:52,IP Address,100,470,True,2026-03-08 11:21:53,R_8Lbf0erSzu4XccL,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Passive,8,Viruses in the body neutralize the effect of antibiotics,,,,,1.463,3.676,4.07,9,Detractor,6,The antibiotic has been used so frequently that its chemical composition weakens over time,Surviving bacteria multiply after the weaker ones are killed (natural selection),Detractor,6,243,No Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Avoid using pesticides when they are not truly needed to reduce selection pressure",The patient's body has adapted so the antibiotic no longer has an effect,4,A little,Yes,,9
2026-03-08 12:42:35,2026-03-08 12:49:42,IP Address,100,427,True,2026-03-08 12:49:43,R_8S8niiGNVdWIQ2k,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,0,"Some bacteria survive and multiply, becoming resistant through natural selection",18.544,84.826,86.275,21,,,,,Passive,7,The antibiotic has been used so frequently that its chemical composition weakens over time,"Random mutations allow some bacteria to survive the antibiotic,Bacteria can share resistance genes with other bacteria",Detractor,6,243,All Lazzies are Bloops,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",2,A little,No,21,
2026-03-08 14:17:26,2026-03-08 14:21:39,IP Address,100,252,True,2026-03-08 14:21:39,R_878Pj6aesXVhOX6,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Passive,7,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,0.758,1.229,1.978,2,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Detractor,5,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",2,A little,No,,2
2026-03-08 14:30:54,2026-03-08 14:35:15,IP Address,100,260,True,2026-03-08 14:35:15,R_7FOOJr8frR04bAJ,anonymous,ZH-S,"You are at least 18 years old, and",None,Detractor,0,Our body builds up a tolerance to the antibiotic over time,,,,,1.484,47.531,52.901,16,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Antibiotics teach bacteria how to defend themselves",Detractor,5,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A moderate amount,No,,16
2026-03-08 15:25:38,2026-03-08 15:33:00,IP Address,100,441,True,2026-03-08 15:33:00,R_7yRHRWTijoJvgUF,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,6,Our body builds up a tolerance to the antibiotic over time,3.402,78.259,80.996,28,,,,,Promoter,9,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,8,2187,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A lot,No,28,
2026-03-08 15:15:20,2026-03-08 15:34:08,IP Address,100,1128,True,2026-03-08 15:34:09,R_7AXQlmwDz3Fn42g,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Passive,7,Our body builds up a tolerance to the antibiotic over time,6.317,229.107,239.974,26,,,,,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,9,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,26,
2026-03-08 17:01:43,2026-03-08 21:07:24,IP Address,100,14741,True,2026-03-08 21:07:25,R_72V0u947oqFbRqf,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Passive,7,Our body builds up a tolerance to the antibiotic over time,,,,,0.901,2.67,4.245,3,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Surviving bacteria multiply after the weaker ones are killed (natural selection),Detractor,5,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,False,Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A moderate amount,No,,3
2026-03-08 22:12:16,2026-03-08 22:15:40,IP Address,100,203,True,2026-03-08 22:15:40,R_8DOssHDooloSkTv,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Passive,7,Our body builds up a tolerance to the antibiotic over time,1.474,1.474,3.907,1,,,,,Detractor,6,The patient's body has adapted so the antibiotic no longer has an effect,Bacteria absorb the antibiotic and use it as a nutrient,Detractor,3,243,Some Razzies are not Lazzies,"The insects shared chemical defences with each other, allowing the whole population to neutralise the pesticide",True,Double the dose of the same pesticide to kill the remaining insects,The patient's body has adapted so the antibiotic no longer has an effect,3,A moderate amount,No,1,
2026-03-08 22:36:09,2026-03-08 22:39:25,IP Address,100,196,True,2026-03-08 22:39:25,R_871HsLgav6uR5go,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Detractor,0,The immune system starts fighting against the antibiotic,,,,,0.791,4.603,6.039,2,Detractor,2,The patient's body has adapted so the antibiotic no longer has an effect,Surviving bacteria multiply after the weaker ones are killed (natural selection),Detractor,0,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Stop using any pesticide and let the insects die off naturally,Avoid using pesticides when they are not truly needed to reduce selection pressure",The patient's body has adapted so the antibiotic no longer has an effect,1,A moderate amount,Yes,,2
2026-03-08 23:08:40,2026-03-08 23:15:45,IP Address,100,425,True,2026-03-08 23:15:46,R_4LaRQqXsaGwazUM,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Biology,Medicine / Nursing / Health sciences,Chemistry,Statistics / Econometrics,Computer Science/ Engineer",Passive,7,Our body builds up a tolerance to the antibiotic over time,5.012,7.855,8.948,4,,,,,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Random mutations allow some bacteria to survive the antibiotic,Detractor,6,243,Some Razzies are not Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,4,
2026-03-09 01:44:41,2026-03-09 01:46:00,IP Address,100,78,True,2026-03-09 01:46:00,R_4jlIlIPfoGipSfO,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,1,The immune system starts fighting against the antibiotic,1.301,2.551,3.479,2,,,,,Detractor,4,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Antibiotics teach bacteria how to defend themselves",Detractor,4,335,All Bloops are Lazzies,"The insects shared chemical defences with each other, allowing the whole population to neutralise the pesticide",True,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)",The antibiotic has been used so frequently that its chemical composition weakens over time,3,A moderate amount,Yes,2,
2026-03-08 07:39:52,2026-03-09 02:09:05,IP Address,100,66553,True,2026-03-09 02:09:06,R_8dNAVmthCa4IhM2,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,0,"Some bacteria survive and multiply, becoming resistant through natural selection",2.539,55.984,56.553,22,,,,,Promoter,9,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,10,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A moderate amount,No,22,
2026-03-09 03:29:16,2026-03-09 03:33:08,IP Address,100,232,True,2026-03-09 03:33:09,R_2kqaQvZEdhJksye,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,1,Our body builds up a tolerance to the antibiotic over time,,,,,1.125,15.101,15.879,10,Detractor,5,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Bacteria can share resistance genes with other bacteria,Detractor,5,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,,10
2026-03-09 04:55:59,2026-03-09 04:57:54,IP Address,100,115,True,2026-03-09 04:57:55,R_2f2QHVRwLdVN4QW,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,2,Our body builds up a tolerance to the antibiotic over time,,,,,0.863,1.288,2.084,2,Detractor,5,The antibiotic has been used so frequently that its chemical composition weakens over time,"Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria,Antibiotics teach bacteria how to defend themselves",Detractor,4,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)",The immune system has become dependent on the antibiotic and can no longer fight infections without it,2,A moderate amount,No,,2
2026-03-09 10:15:40,2026-03-09 10:27:11,IP Address,100,691,True,2026-03-09 10:27:12,R_2SYzo6bfjmwrBm1,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Biology,Chemistry",Detractor,3,Our body builds up a tolerance to the antibiotic over time,2.927,72.177,76.553,28,,,,,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,8,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,28,
2026-03-09 01:27:43,2026-03-09 15:10:15,IP Address,100,49351,True,2026-03-09 15:10:15,R_9xfW1VPzY8BQNrj,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Biology,Medicine / Nursing / Health sciences,Other",Detractor,0,Antibiotics lose their chemical potency after being stored too long,10.518,30.249,30.918,6,,,,,Detractor,1,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria,Bacteria absorb the antibiotic and use it as a nutrient,Antibiotics teach bacteria how to defend themselves",Detractor,0,243,No Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Double the dose of the same pesticide to kill the remaining insects,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Stop using any pesticide and let the insects die off naturally,Avoid using pesticides when they are not truly needed to reduce selection pressure,Apply the same pesticide more frequently to maintain constant pressure on the insects","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",1,A little,No,6,
2026-03-08 03:46:39,2026-03-10 10:55:41,IP Address,100,198542,True,2026-03-10 10:55:42,R_22PXjYj55sZFIa5,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,2,Our body builds up a tolerance to the antibiotic over time,,,,,3.91,80.055,83.57,18,Detractor,6,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Detractor,5,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",2,A moderate amount,No,,18
2026-03-11 17:13:23,2026-03-11 17:34:22,IP Address,100,1258,True,2026-03-11 17:34:23,R_1WWJwULINP5q0hj,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,4,Our body builds up a tolerance to the antibiotic over time,4.991,193.777,227.85,6,,,,,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Random mutations allow some bacteria to survive the antibiotic,Passive,7,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A lot,No,6,
2026-03-05 16:52:46,2026-03-05 16:52:52,IP Address,4,5,False,2026-03-12 16:52:54,R_2aJe6S8KRizrcVX,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12 19:37:57,2026-03-12 19:56:46,IP Address,100,1128,True,2026-03-12 19:56:46,R_3aRJTUyNEYBiGVu,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Passive,7,Our body builds up a tolerance to the antibiotic over time,20.401,155.995,180.159,43,,,,,Promoter,9,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,9,243,No Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A moderate amount,No,43,
2026-03-06 11:24:49,2026-03-06 11:24:59,IP Address,4,10,False,2026-03-13 11:25:04,R_2l4B07jgy08DDwE,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 13:53:05,2026-03-06 14:19:30,IP Address,4,1584,False,2026-03-13 14:19:36,R_2lRCYODoDPIGRY7,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 16:09:07,2026-03-06 16:09:39,IP Address,12,32,False,2026-03-13 16:09:40,R_2NFB163FJUBkQ6R,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 17:06:31,2026-03-06 17:08:53,IP Address,36,141,False,2026-03-13 17:08:53,R_8LjmpBUVOplto5Q,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,5,Our body builds up a tolerance to the antibiotic over time,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 17:15:28,2026-03-06 17:22:06,IP Address,60,397,False,2026-03-13 17:22:06,R_6MKVmRXGlENAtQ8,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Passive,8,Our body builds up a tolerance to the antibiotic over time,,,,,11.146,13.417,15.476,4,Promoter,9,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Random mutations allow some bacteria to survive the antibiotic,Passive,8,,,,,,,,,,,4
2026-03-06 18:01:48,2026-03-06 18:02:58,IP Address,36,69,False,2026-03-13 18:03:02,R_7CTxIQA6ihhRfPM,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,0,Our body builds up a tolerance to the antibiotic over time,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 18:07:18,2026-03-06 18:09:13,IP Address,48,114,False,2026-03-13 18:09:16,R_1Eg5lKS7GqSA6Gg,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,2,Our body builds up a tolerance to the antibiotic over time,5.47,22.558,24.601,19,,,,,Passive,8,,,,,,,,,,,,,,19,
2026-03-06 18:11:15,2026-03-06 18:11:49,IP Address,16,34,False,2026-03-13 18:11:50,R_7JDvH3vJ2JorqhO,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 18:16:32,2026-03-06 18:18:44,IP Address,36,132,False,2026-03-13 18:18:56,R_51ErgPLWP1HpjTK,anonymous,ES,"You are at least 18 years old, and",Other,Detractor,3,The immune system starts fighting against the antibiotic,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 19:39:49,2026-03-06 19:46:52,IP Address,72,422,False,2026-03-13 19:46:59,R_6WMY4QAQENM0G3i,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,6,Our body builds up a tolerance to the antibiotic over time,11.86,126.196,149.258,21,,,,,Detractor,6,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Random mutations allow some bacteria to survive the antibiotic,Detractor,5,"180,350",No Bloops are Lazzies,,,,,,,,21,
2026-03-06 17:44:39,2026-03-06 19:51:16,IP Address,4,7596,False,2026-03-13 19:51:20,R_5gGtnpaPC96ciL7,anonymous,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 19:56:09,2026-03-06 19:57:21,IP Address,20,72,False,2026-03-13 19:57:24,R_2S08WkilYO1t4e5,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Statistics / Econometrics,Computer Science/ Engineer",Detractor,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 19:57:45,2026-03-06 20:00:33,IP Address,60,168,False,2026-03-13 20:00:34,R_3wBIRsX209oPJvt,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Statistics / Econometrics,Computer Science/ Engineer",Promoter,10,"Some bacteria survive and multiply, becoming resistant through natural selection",2.089,21.005,21.924,14,,,,,Passive,7,The patient's body has adapted so the antibiotic no longer has an effect,Surviving bacteria multiply after the weaker ones are killed (natural selection),Detractor,5,,,,,,,,,,14,
2026-03-06 20:09:04,2026-03-06 20:15:04,IP Address,60,359,False,2026-03-13 20:15:05,R_6YVWLI8yyQB5lUv,anonymous,ES,"You are at least 18 years old, and",Other,Detractor,5,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,4.57,56.488,57.363,6,Detractor,5,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Bacteria can share resistance genes with other bacteria,Detractor,5,,,,,,,,,,,6
2026-03-06 19:42:35,2026-03-06 20:18:05,IP Address,60,2129,False,2026-03-13 20:18:14,R_5xSl383usS47WXc,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Biology,Statistics / Econometrics,Computer Science/ Engineer",Detractor,6,"Some bacteria survive and multiply, becoming resistant through natural selection",1.027,51.525,52.195,5,,,,,Promoter,9,The immune system has become dependent on the antibiotic and can no longer fight infections without it,"Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Promoter,9,,,,,,,,,,5,
2026-03-06 20:17:13,2026-03-06 20:24:03,IP Address,60,410,False,2026-03-13 20:24:04,R_7UYSOopit6U7Wsp,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Passive,7,Our body builds up a tolerance to the antibiotic over time,6.072,77.599,85.245,29,,,,,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Bacteria can share resistance genes with other bacteria",Detractor,5,,,,,,,,,,29,
2026-03-06 20:23:01,2026-03-06 20:26:13,IP Address,4,192,False,2026-03-13 20:26:16,R_5Eu9zrm5mtGsn1L,anonymous,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 20:26:29,2026-03-06 20:30:48,IP Address,60,259,False,2026-03-13 20:30:50,R_5Lie02VxzUAeGQd,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Statistics / Econometrics,Computer Science/ Engineer",Detractor,5,"Some bacteria survive and multiply, becoming resistant through natural selection",9.749,70.303,71.482,19,,,,,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Bacteria can share resistance genes with other bacteria,Passive,8,,,,,,,,,,19,
2026-03-06 18:50:44,2026-03-06 21:10:10,IP Address,60,8365,False,2026-03-13 21:10:14,R_6C6LgZYcgGyrXDH,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Detractor,5,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,4.622,6.672,7.545,3,Detractor,6,The patient's body has adapted so the antibiotic no longer has an effect,"Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Passive,7,,,,,,,,,,,3
2026-03-06 21:39:41,2026-03-06 21:43:18,IP Address,24,217,False,2026-03-13 21:43:23,R_5LI6rzAHH4gsXfz,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Passive,8,Antibiotics lose their chemical potency after being stored too long,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 22:52:32,2026-03-06 22:55:25,IP Address,44,173,False,2026-03-13 22:55:28,R_3K84Q4Sf8RLItZT,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Passive,8,Our body builds up a tolerance to the antibiotic over time,,,,,4.981,107.95,108.3,19,,,,,,,,,,,,,,,,,19
2026-03-13 23:01:06,2026-03-13 23:09:33,IP Address,100,507,True,2026-03-13 23:09:34,R_8IY7l5I3SCmmlYS,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,3,Our body builds up a tolerance to the antibiotic over time,,,,,7.108,76.08,78.953,21,Promoter,9,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,10,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A lot,Yes,,21
2026-03-06 18:56:47,2026-03-06 23:27:34,IP Address,20,16246,False,2026-03-13 23:27:36,R_7h1G6Yjpo6ulshb,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 20:34:18,2026-03-07 00:12:48,IP Address,4,13110,False,2026-03-14 00:12:51,R_3nmKv107KBTpc5z,anonymous,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-07 01:15:37,2026-03-07 01:16:12,IP Address,4,35,False,2026-03-14 01:16:15,R_7amh32iT824HVrh,anonymous,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
